,question,num_texte
1024,Quel avantage fiscal offre la donation au dernier vivant au conjoint survivant ?,85
836,Quel formulaire distingue la déclaration attestant l’achèvement et la conformité des travaux déposée en mairie de la déclaration foncière en ligne ?,75
1119,"Pour bénéficier d'une subvention de l'Anah pour travaux d'amélioration, quelle durée minimale d'engagement de location est exigée ?",90
391,Quelle simplification bénéficie le contribuable s’il a déjà réglé en ligne le même impôt via son espace sécurisé auparavant ?,38
1280,Quel dispositif remplace le crédit d'impôt transition énergétique pour les dépenses effectuées depuis le 1er janvier 2020 ?,99
1342,"Pour un local situé en région PACA (départements 06, 13 et 83), auprès de quel service devez-vous déposer la déclaration TSBCS ?",104
691,Dans quelles conditions un agent de l'État en service à l'étranger est-il considéré comme domicilié fiscalement en France ?,65
574,"Lorsque la pension alimentaire est due à un enfant majeur en vertu d’une décision de justice, quelle est la limite annuelle de déduction pour la déclaration 2023 ?",54
981,Quel est l'ordre correct des étapes pour le calcul des droits de donation ?,84
522,Quel service fiscal devient compétent pour la gestion de l’impôt sur le revenu lorsque le contribuable part à l’étranger et conserve des revenus imposables en France après son départ ?,48
972,"Quel taux d'exonération s'applique lors de la première mutation des immeubles et droits immobiliers suite à la reconstitution des titres de propriété, constatée par un acte publié entre le 1er octobre 2014 et le 31 décembre 2017 ?",83
896,À partir de combien d'années de détention les prélèvements sociaux sur la plus-value immobilière sont-ils totalement exonérés ?,79
138,Quel abattement forfaitaire s’applique de plein droit aux recettes issues de chambres d’hôtes et de meublés de tourisme classés dans le régime micro-BIC (hors zonage B2 et C) ?,13
635,Une rupture conventionnelle individuelle génère une indemnité soumise à la même règle d’exonération qu’une indemnité de licenciement. Quelle est la condition à respecter pour une éventuelle imposition partielle ?,60
429,Quelle information figure en bas de la première page de l’avis d’imposition pour ceux qui sont mensualisés ?,40
1188,Quel abattement est applicable pour un meublé de tourisme classé situé en zone B2 ou C si le chiffre d'affaires de l'année précédente est inférieur à 15 000 € ?,93
272,"Si la valeur des biens et parts immobiliers imposables dépasse 5 millions d'euros et que le total des dettes déductibles dépasse 60 % de cette valeur, quelle fraction de l’excédent de dette est encore admise en déduction ?",26
1337,À quelle date doit être déposée la déclaration TSBCS accompagnée du paiement ?,104
897,Dans quelles conditions s'applique l'abattement exceptionnel de 70% sur la plus-value imposable ?,79
455,Dans quel cas un contribuable reçoit-il automatiquement un nouvel échéancier de paiement ?,40
845,Quel est le taux des droits de mutation lors de l'achat d'un bien neuf auprès d'un professionnel ?,76
1061,Que comprend le prix de cession dans le cadre d'une opération sur valeurs mobilières ?,87
1392,Que se passe-t-il si votre réclamation est acceptée par l'administration fiscale ?,109
1070,Depuis quelle date les plus-values de cession d'actifs numériques relèvent-elles du régime d'imposition des plus-values des particuliers ?,87
533,"Après un mariage, quel est le principe général pour l’imposition à l’impôt sur le revenu au titre des années suivant le mariage ?",50
408,"Avant la réception de l’avis d’impôt, quelle solution permet à une personne non mensualisée d’évaluer le montant de son impôt sur le revenu ?",40
825,Quel document est utilisé pour déterminer la constructibilité d'un terrain dans une petite commune qui ne dispose pas d'un plan local d'urbanisme ?,75
1056,"Lors de l'option pour l'imposition au PFU, quelles conséquences s'appliquent aux revenus de capitaux mobiliers ?",86
923,Quelles conditions doivent être remplies pour qu'un non-résident bénéficie de l'exonération particulière pour sa résidence située en France ?,81
411,Dans quel encadré figure le montant de l’impôt restant à payer ou à prélever sur l’avis d’impôt ?,40
559,Quel est le délai maximal pour signaler un divorce ou une séparation à l’administration fiscale afin d’ajuster le prélèvement à la source ?,53
1283,À quel moment la prime forfaitaire MaPrimeRénov' est-elle versée ?,99
39,Comment se calcule la majoration de parts pour le premier enfant lorsqu’un parent célibataire coche la case T et que l’enfant est en résidence alternée ?,3
1263,Dans quel cas l'attestation simplifiée N°1301-SD n'est-elle pas exigée ?,97
1366,Quelles informations devez-vous mentionner dans une lettre de correction sur papier libre ?,106
469,"Si la demande de suspension du prélèvement mensuel est transmise le 20 avril, à partir de quel mois cesse-t-on d’être prélevé ?",42
560,Comment doivent être déclarés les revenus de chacun des ex-conjoints pour l’année entière au moment du divorce ou de la rupture du PACS ?,53
443,"Pour un contribuable mensualisé, quel est l’élément déclencheur de l’envoi d’un nouvel échéancier ?",40
726,Comment sont traitées fiscalement les rémunérations de prestations sportives ?,67
733,Quel est le rôle des coefficients forfaitaires d’actualisation et de revalorisation dans le calcul de la valeur locative cadastrale ?,68
1317,Quelles situations déclenchent l'obligation de déposer une déclaration n°6660-REV auprès du service foncier compétent ?,102
331,Quel est l’effet d’une déclaration de revenus printanière sur le prélèvement à la source de l’année précédente ?,32
774,Sur quelle base est calculée la taxe annuelle sur les logements vacants (TLV) ?,71
1287,Sur quel site peut-on utiliser le simulateur en ligne pour estimer le montant des aides à la rénovation ?,99
895,Comment se calcule l'abattement pour durée de détention au titre des prélèvements sociaux ?,79
431,À quel moment peut-on connaître précisément le montant à payer si l’on n’est pas mensualisé ?,40
1129,Quel formulaire doit être utilisé pour déclarer les revenus fonciers issus d'immeubles spéciaux ?,91
606,"Un parent célibataire, vivant seul, dont l’enfant est décédé après l’âge de 16 ans, souhaite cocher la case L pour bénéficier de la demi-part supplémentaire. Quelle autre condition fondamentale doit-il remplir ?",57
866,Qui est responsable d'accomplir les formalités auprès du service de publicité foncière lors de l'acquisition d'un bien immobilier ancien ?,77
928,Quel taux de prélèvement unique est appliqué sur les plus-values réalisées par des particuliers non-résidents après déduction des abattements ?,81
1116,"Dans le dispositif Cosse, quel taux de déduction est prévu pour un logement en zone C lorsque la convention prévoit des travaux d’amélioration ?",90
1095,"Si un salarié bénéficie d’un rabais de 100 euros par action alors que la valeur réelle de l’action est de 300 euros, quelle est la fraction imposable par action ?",89
520,"Que convient-il de vérifier sur l’avis de taxe d’habitation reçu l’année du déménagement, si le contribuable règle ses impôts par prélèvements mensuels ?",48
596,Comment sont traités les acomptes d’impôt sur le revenu et prélèvements sociaux déjà prélevés si vous déclarez en ligne le décès de votre conjoint ?,56
93,Pourquoi la règle du quotient n’est-elle jamais défavorable au contribuable ?,8
1007,Qui est en principe responsable du paiement des droits de donation ?,84
628,Dans quel cas un formulaire 2705-A doit-il être utilisé ?,59
456,"Quel support officiel précise le montant de l’impôt dont le contribuable doit encore s’acquitter, pour un non-mensualisé, une fois la déclaration traitée ?",40
1403,La saisine du conciliateur fiscal départemental vous dispense-t-elle du paiement des sommes réclamées par l'administration ?,110
848,Quel critère de ressources est requis pour bénéficier du taux réduit de TVA dans le cadre de l'accession sociale à la propriété ?,76
268,Quel abattement forfaitaire s’applique à la résidence principale lorsqu’elle est détenue directement par le contribuable pour l’IFI ?,26
675,"Si un contribuable quitte la France en début d'année N avant la période de déclaration de revenus N-1, quel avantage offre la déclaration en ligne ?",64
732,Quelles modifications du bien doivent obligatoirement être déclarées par le propriétaire ?,68
953,Quel document sert de référence pour l’évaluation des bijoux ou objets d’art dans le cadre d’un don manuel ?,82
51,Sous quelle condition un enfant invalide de plus de 18 ans peut-il toujours être compté à charge au titre de l’impôt sur le revenu ?,4
1318,Dans quel délai doit être déposée la déclaration n°6660-REV ?,102
937,Quels types de biens sont concernés par le don manuel ?,82
773,Quels logements sont exclus de l'assujettissement à la TLV en raison de leur état nécessitant des travaux importants pour être rendus habitables ?,71
1353,Le droit à l’erreur ne s'applique pas dans quel cas ?,105
478,Quelle information est nécessaire pour modifier son adresse ou ses coordonnées bancaires par téléphone ?,43
1421,Quels critères sont pris en compte pour apprécier votre demande de délai de paiement ?,112
862,Quel est le taux global maximal d'imposition des droits de mutation à titre onéreux pour l'achat d'un bien immobilier ancien ?,77
385,"Quel est le délai de prélèvement lorsqu’un paiement en ligne porte sur un document de relance, comme une lettre de relance ou une mise en demeure ?",38
917,Que prévoit généralement une convention fiscale signée concernant la cession d'un immeuble situé à l'étranger ?,81
1176,Quel abattement forfaitaire s'applique sous le régime micro pour une activité de location meublée classique dont les recettes n'excèdent pas 77 700 € ?,93
919,"Pour la cession de parts de sociétés à prépondérance immobilière réalisées hors de France, quelle déclaration doit être déposée ?",81
155,À quel moment des revenus d’une activité indépendante (exercée sous forme d’entreprise individuelle ou en société) sont-ils taxés sur la déclaration de revenus d’un contribuable ?,15
48,Dans quelle situation un enfant majeur ayant eu 18 ans en cours d’année n’a-t-il pas à déposer de déclaration de revenus personnelle ?,4
216,Quel doit être l'âge maximal d'un enfant au 1er janvier de l'année d'imposition pour ouvrir droit au crédit d'impôt pour frais de garde hors du domicile ?,21
707,Quel est l'impact d'une convention fiscale internationale sur la déclaration des revenus d'un résident fiscal français ?,66
78,Sous quelles conditions un salaire étudiant peut-il bénéficier d’une exonération d’impôt à hauteur de trois SMIC mensuels pour l’année d’imposition ?,7
684,Quelle astuce est proposée pour faciliter la déclaration de revenus pour les contribuables domiciliés à l'étranger ?,64
1344,Comment est calculé le montant de la TSBCS pour un local ?,104
1124,Quel taux de réduction d'impôt s'applique dans le dispositif Loc'Avantages pour un logement en secteur local bénéficiant de l'intermédiation locative ?,90
900,Quel formulaire doit être reporté sur la déclaration de revenus pour signaler la plus-value imposable ?,79
308,Combien de déclarations doit remplir un praticien relevant du PAM-C pour ses revenus de 2023 ?,30
664,Quelles composantes doivent être incluses dans le montant des pensions de retraite déclarées ?,63
721,À l'égard de quel groupe les taux minimum d’imposition de 20 et 30 % ne s'appliquent-ils pas ?,67
807,"Lors de l'enregistrement d'un acte, quel moyen permet de conférer une date certaine à l'égard des tiers ?",73
160,Quel est le délai de dépôt de la déclaration de résultats au régime réel lorsqu’une entreprise clôture son exercice le 31 décembre de l’année N ?,15
636,Quelles indemnités perçues dans le cadre d’une rupture conventionnelle collective sont imposables ?,60
342,Dans quel cas un salarié est-il tenu de verser un complément de retenue à la source sur son salaire ?,34
1157,Quel est le plafond temporairement rehaussé pour l’imputation des déficits fonciers en cas de travaux de rénovation énergétique ?,92
37,"À partir de combien d’années d’éducation d’un enfant majeur non rattaché, tout en vivant seul, peut-on cocher la case L ?",3
1150,Dans quelles conditions la SCI doit-elle utiliser le formulaire n°2072-S ?,92
731,Quels facteurs influencent les correctifs appliqués pour obtenir la surface pondérée ?,68
963,Dans quelles situations s'applique l'exonération des dons liés à la personne du bénéficiaire ?,83
1185,Quel service des impôts est compétent pour gérer les déclarations de revenus d'une activité de location meublée ?,93
1359,Le droit à l’erreur permet-il de régulariser une situation même en cas de contrôle fiscal ?,105
911,"Parmi les terrains rendus constructibles, lesquels sont exonérés de la taxe nationale ?",80
364,Comment s’effectue la restitution d’un montant trop versé au titre du prélèvement mensuel ?,36
812,Quel est le taux d'enregistrement pour les autres cessions de droits sociaux non couvertes par les cas spécifiques précédents ?,74
75,Que doit faire un contribuable s’il constate que le montant de ses salaires pré-remplis dans sa déclaration annuelle est inexact ?,7
1126,Quelles conséquences fiscales résultent du non-respect des conditions de location ou de cession dans le dispositif Convention Anah ?,90
993,Quel taux s'applique sur le surplus net taxable jusqu'à 8 072 € pour une donation en ligne directe ?,84
996,Quel taux s'applique sur la tranche de la donation en ligne directe comprise entre 15 932 € et 552 324 € ?,84
757,Quel est le délai imposé pour la déclaration du changement ouvrant droit à l’exonération temporaire de deux ans ?,70
708,Quel est le régime déclaratif pour un non-résident qui ne perçoit aucun revenu d'origine française ?,66
1094,Comment est déterminée la fraction imposable dite 'rabais excédentaire' lors de la levée d’option ?,89
526,"En règle générale, combien de déclarations de revenus doivent être déposées l’année suivant un mariage ou un pacs pour l’année du mariage ?",49
1375,Le dépôt d'une réclamation vous dispense-t-il du paiement de l'impôt contesté ?,107
979,Quel taux d'exonération est applicable pour la première transmission à titre gratuit de logements anciens acquis entre le 1er août et le 31 décembre 1996 et donnés en location ?,83
663,Quelles sommes doivent être déclarées pour les pensions de retraite ?,63
822,"Quels taux de droit budgétaire, taxe départementale et taxe communale s'appliquent pour une cession de fonds de commerce dont le prix n'excède pas 23 000 € ?",74
814,Quel est le montant minimum de perception des droits d'enregistrement pour une cession de fonds de commerce ?,74
140,Comment déclarer les revenus meublés lorsqu’ils ont déjà été soumis aux contributions sociales par un organisme de sécurité sociale (par exemple pour des meublés touristiques dépassant 23 000 €) ?,13
202,Quelle nouveauté législative concerne l’ouverture d’un PER individuel pour des mineurs à partir du 1er janvier 2024 ?,19
285,Quel est le taux et la limite applicable pour la réduction d’IFI résultant de dons à des organismes d’intérêt général ?,27
294,Dans quel cas un contribuable doit-il souscrire une déclaration d’IFI spécifique n°2042-IFI-COV sans revenu ?,28
1202,Où doivent déclarer les recettes perçues les loueurs en meublé non professionnels (LMNP) ?,94
1240,Comment doivent être reportés les revenus distribués par une SCI qui décide de verser des sommes à ses associés lors d'une assemblée générale ?,96
1270,Quelles informations complémentaires doivent être déclarées en même temps que la déclaration foncière ?,98
1003,Quel taux est applicable pour une donation entre parents au-delà du 4ème degré ou entre non-parents ?,84
762,Quels sont les bénéficiaires du dégrèvement d’office de 100 € sur la taxe foncière sur les propriétés bâties ?,70
252,Quel est le taux du crédit d’impôt accordé pour la réalisation de diagnostics préalables aux travaux de prévention des risques technologiques ?,24
332,Quel est le jour précis de prélèvement mensuel habituel appliqué aux acomptes d'impôt sur les revenus perçus directement par un contribuable ?,33
117,Comment se calcule le montant des frais de repas supplémentaires lorsque le salarié ne dispose d’aucun justificatif détaillé ?,11
1075,Sur quel formulaire et à quelle ligne doit-on reporter la plus-value nette imposable des cessions d'actifs numériques ?,87
770,"Quelles conditions doivent être satisfaites chaque année pour que les personnes invalides ou de plus de 65 ans, exonérées dans le régime antérieur à 2005, continuent de bénéficier du dégrèvement de la contribution ?",71
269,"Quel est le principe d’évaluation d’un bien en usufruit dans le cadre de l’IFI, sauf exception prévue par la loi ?",26
205,Sous quelles conditions l’accueil d’une personne âgée de plus de 75 ans peut-il ouvrir droit à déduction des frais engagés ?,20
73,"Comment est prise en compte la situation si un couple marié ou pacsé, dont chacun des conjoints détient une carte d’invalidité ou une CMI-invalidité, est recueilli dans un même foyer fiscal ?",6
179,Quelles informations doivent figurer dans la déclaration de revenus pour justifier la déduction d’une pension alimentaire versée à un tiers ?,17
974,Quel taux d'exonération est applicable aux biens agricoles donnés à bail à long terme selon le régime fiscal des dons exonérés ?,83
293,Quelle est la date limite de paiement en 2024 pour un avis d'IFI envoyé en août 2024 ?,28
494,"Parmi les catégories possibles de contestation, laquelle vise spécifiquement les infractions de type 'vitesse, feu rouge, etc.' ?",45
1144,Quel taux de réduction d'impôt s'applique aux demandes de permis de construire ou déclarations de travaux déposées à compter du 01/01/2017 pour un immeuble situé dans un site patrimonial remarquable couvert par un PSMV approuvé ou dans un quartier ancien dégradé ?,91
357,"Quel service doit être utilisé pour payer un acompte de prélèvement à la source rejeté, selon les règles officielles ?",35
1391,Quel est le délai dans lequel l'administration doit statuer sur votre réclamation ?,109
605,"Dans quel délai une déclaration de succession doit-elle être déposée en France pour un enfant décédé, sous réserve de ne pas être dispensé ?",57
1259,"Si vous achetez vous-même des matériaux pour vos travaux, à quel taux de TVA seront-ils soumis ?",97
1278,Quelle est la conséquence du dépôt tardif de la déclaration foncière en termes d'exonération de taxe foncière ?,98
290,Quel est le délai supplémentaire pour déposer la déclaration d’IFI lorsque la déclaration est souscrite en ligne ?,28
354,"Si un rejet de prélèvement concerne le solde de l'impôt sur le revenu, comment doit-on procéder pour le régler ?",35
378,Dans quels territoires ou pays un compte bancaire peut-il être domicilié pour pouvoir adhérer à ce mode de paiement ?,37
139,Quel est l’abattement spécifique pour un meublé de tourisme classé situé en zone B2 ou C si le chiffre d’affaires annuel est inférieur à 15 000 € ?,13
1071,Quelles opérations sur actifs numériques bénéficient d'un sursis d'imposition ?,87
224,"Sous quelle forme de versement d'une prestation compensatoire, prévue dans un jugement ou une convention de divorce, est-il possible de bénéficier d’une réduction d’impôt dans la limite fixée par la loi ?",21
748,Quelles sont les conditions pour bénéficier de l'abattement spécial à la base en faveur des personnes de condition modeste ?,69
1196,"Dans le régime micro, quelle charge peut être déduite des revenus de location meublée ?",94
210,Comment la CSG déductible est-elle généralement reportée dans la déclaration de revenus annuelle ?,20
958,Quel est le plafond d'exonération accordé par un donateur unique à un bénéficiaire pour les dons familiaux de sommes d'argent sur une période de 15 ans ?,83
689,Quel rôle jouent les conventions fiscales internationales dans la détermination de la résidence fiscale en cas de double imposition ?,65
815,Quelles sont les trois composantes qui forment le droit d'enregistrement pour une cession de fonds de commerce ?,74
329,"À quelle date sont généralement effectués les prélèvements échelonnés pour le solde de l’impôt, quelle que soit la période de paiement ?",32
941,Quelle méthode est utilisée pour évaluer les valeurs mobilières non cotées ?,82
1152,À partir de quelle année les sociétés immobilières doivent-elles obligatoirement télédéclarer leur déclaration de résultat via leur espace professionnel ?,92
90,"Quelle est la nature d’un revenu différé permettant de recourir au système du quotient, indépendamment de son montant ?",8
479,Quelles sont les étapes essentielles pour mettre à jour son adresse postale via l’espace particulier ?,43
1380,À quel moment expire le délai de réclamation pour l'impôt sur le revenu ?,108
957,Quels sont les bénéficiaires principaux pour les dons familiaux exonérés de droits en matière de sommes d'argent ?,83
1420,À quel moment est-il préférable de présenter votre demande de délai de paiement ?,112
1001,Quel pourcentage est appliqué sur la partie des donations entre frères et sœurs dépassant 24 430 € ?,84
991,Sur quelle période sont cumulables les abattements pour les donations effectuées par un même donateur à un même donataire ?,84
80,Dans quelles limites un apprenti peut-il bénéficier d’une exonération de ses salaires au titre de son contrat d’apprentissage ?,7
110,Comment doit être traité le loyer d’une voiture louée si vous utilisez les barèmes kilométriques de l’administration pour vos frais de transport ?,10
1422,Que se passe-t-il si l'administration ne répond pas à votre demande de délai de paiement dans le délai initial de 2 mois ?,112
1276,À quel moment une construction est-elle considérée comme achevée pour le dépôt de la déclaration ?,98
632,Dans quel cas une indemnité de licenciement est-elle intégralement exonérée d’impôt ?,60
1163,Quel engagement doit prendre chaque associé pour bénéficier du dispositif spécifique « Conventionnement Anah » au sein d'une SCI ?,92
799,"Pour une cession de titres réalisée sous seing privé, quel est le service compétent pour enregistrer l'acte ?",73
1154,Quelles conditions doivent être réunies pour qu’un associé bénéficie du régime micro-foncier en lien avec sa participation dans une SCI ?,92
185,"Quelles personnes sont soumises à l’obligation alimentaire réciproque prévue par le Code civil, au-delà de l’obligation parent-enfant direct ?",18
21,Un enfant majeur qui s’est marié peut-il demander son rattachement au foyer de ses parents ?,1
287,De quelle manière un résident fiscal français peut-il imputer un impôt similaire à l’IFI payé à l’étranger pour un même bien imposable en France ?,27
113,Quel justificatif doit fournir un contribuable pour pouvoir utiliser le barème kilométrique alors qu’il n’est pas propriétaire du véhicule ?,10
58,Quelle exception existe-t-il concernant l'âge pour le rattachement d'un enfant au foyer fiscal ?,5
76,Quels revenus sont considérés comme salaires ou traitements imposables lorsqu’une personne est placée dans un état de subordination vis-à-vis de son employeur ?,7
401,Un contribuable non bancarisé veut payer un impôt de 270 €. Quel droit protège la possibilité d’ouvrir un compte s’il n’en dispose pas ?,39
1220,Quelles sont les exonérations générales de CFE prévues pour la location meublée ?,95
879,"Lors d'une vente en indivision, comment est calculé le seuil de 15 000 € pour l'exonération de la plus-value ?",78
1216,Comment sont imposées les plus-values réalisées lors de la cession de locaux meublés par un loueur en meublé non professionnel (LMNP) ?,94
902,Que doit-on exclure du calcul du prix de cession lorsqu'un bien est cédé contre une rente viagère ?,79
221,Quel avantage fiscal s'applique pour un enfant à charge ou rattaché qui poursuit des études secondaires ou supérieures dans un établissement public ou privé ?,21
882,Quelle condition doit être remplie pour que la cession au profit d'organismes en charge du logement social bénéficie de l'exonération de plus-value ?,78
47,Quel est l'avantage fiscal accordé pour un troisième enfant mineur qui remplit les conditions d'âge au 1er janvier de l'année d'imposition ?,4
184,Pourquoi un contribuable peut-il être amené à conserver les justificatifs de ses charges déductibles pendant trois ans ?,17
1058,"Parmi les opérations suivantes, lesquelles sont considérées comme cessions imposables de valeurs mobilières et de droits sociaux ?",87
417,"Pour un non-mensualisé, à quel moment le montant d’impôt à régler sera-t-il affiché ?",40
915,Dans quelle situation la taxe communale sur la cession de terrains nus rendus constructibles ne s'applique-t-elle pas ?,80
1171,Quel est le régime d'imposition applicable aux revenus issus de la location meublée ?,93
864,Les modalités d'imposition pour l'achat d'un bien ancien varient-elles selon que l'achat soit réalisé auprès d'un particulier ou d'un professionnel ?,77
955,Quel est l'âge maximal du donateur au jour de la transmission pour bénéficier de l'exonération des dons familiaux de sommes d'argent ?,83
622,Dans quelle situation le recours à un notaire est-il incontournable lors d’une succession ?,59
729,Quelle méthode est utilisée pour déterminer la valeur locative des immeubles d’habitation ?,68
286,Est-il possible d’utiliser le même versement pour réduire à la fois l’impôt sur le revenu et l’IFI ?,27
874,Comment se calcule l'abattement pour durée de détention au titre de l'impôt sur le revenu sur une plus-value immobilière ?,78
1390,Comment pouvez-vous suivre l'état d'avancement de votre réclamation en ligne ?,109
340,À quel moment l'option pour le prélèvement trimestriel prend-elle effet si elle est exercée avant le 30 septembre ?,33
1034,Quels produits figurent parmi les placements à revenu fixe générant des revenus imposables ?,86
345,"Si un contribuable choisit la reconduction automatique mensuelle pour payer son complément de retenue à la source, quelle est la conséquence concrète concernant son prélèvement ?",34
587,Qu’arrive-t-il à la base de calcul de la réduction d’impôt si les versements prévus sur deux ans totalisent moins de 30 500 € ?,55
1023,Quels couples sont habilités à effectuer une donation au dernier vivant ?,85
620,"À partir de quel seuil l’obligation de déposer une déclaration de succession est-elle levée pour un héritier en ligne directe, si aucune donation antérieure non déclarée n’existe ?",59
215,"Quel est le taux du crédit d'impôt accordé sur les dépenses de garde d'un jeune enfant hors du domicile, à condition qu'il ait moins de six ans au 1er janvier de l'année d'imposition ?",21
933,Quel organisme ou quelle personne ne peut pas être désigné(e) comme représentant fiscal pour un non-résident ?,81
873,Quelles conditions doivent être respectées pour que les personnes âgées ou invalides de condition modeste bénéficient de l'exonération de plus-value ?,78
648,Que doivent faire les bénéficiaires en cas de divergence entre le montant pré-rempli sur leur déclaration et celui figurant sur leur attestation Pôle Emploi ?,61
1233,Les exonérations de CFE pour la location meublée peuvent dépendre de quelle décision locale ?,95
935,Quel est l'élément fondamental qui caractérise un don manuel par rapport à une donation classique ?,82
1169,Dans quelle rubrique de la déclaration doit être reporté le montant des intérêts de prêts personnels contractés pour l’acquisition de parts de SCI ?,92
650,Quel mécanisme du quotient permet de lisser l'impact fiscal de l'indemnité de départ à la retraite ou en préretraite ?,62
242,"Si un contribuable souscrit au service « CESU + » pour l’emploi d’un salarié à domicile et active l’avance immédiate, comment s’opère concrètement la réduction de la dépense à sa charge chaque mois, dans la limite du plafond de crédit d’impôt ?",23
539,Dans quelle situation l’ensemble du patrimoine immobilier des deux conjoints ne sera déclaré à l’IFI qu’à partir de l’année N+1 ?,50
296,À partir de quel montant d’IFI dû le contribuable est-il obligé de procéder au paiement en ligne ?,28
156,Quel est le seuil de chiffre d’affaires annuel (ou recettes) en deçà duquel une activité commerciale (achat-revente) peut bénéficier du régime micro BIC pour l’imposition des revenus 2023 ?,15
586,Quel formulaire permet de déclarer les montants ouvrant droit à la réduction d’impôt pour prestation compensatoire versée en capital ?,55
1051,Quel taux de prélèvement forfaitaire libératoire est applicable lorsque la durée du contrat est supérieure ou égale à 4 ans mais inférieure à 8 ans ?,86
463,"Si une modulation à la baisse est demandée début mars et que les prélèvements de janvier à mars étaient trop élevés, que se passe-t-il concrètement ?",41
1118,"Quelle est la durée minimale d'engagement de location requise pour bénéficier de la déduction spécifique, sans subvention de l'Anah pour travaux ?",90
558,"Si une personne a demandé la carte d'invalidité ou la carte mobilité-inclusion mention «invalidité» au cours de l'année d'imposition, sous quelle condition peut-elle être considérée à charge?",52
414,En quoi consiste la rubrique « Impôts » accessible depuis l’onglet « Paiements » dans l’espace particulier ?,40
886,Quels types d'actifs sont soumis à l'imposition forfaitaire des plus-values réalisées par des particuliers et sociétés de personnes ?,79
621,Comment prouver sa qualité d’héritier si la valeur des biens de la succession ne dépasse pas 5 000 € ?,59
1194,Quel abattement forfaitaire est applicable pour les meublés de tourisme classés et les chambres d’hôtes sous le régime micro ?,94
553,"Une personne héberge sous son toit un homme âgé de 76 ans, qui n’a aucun lien de parenté direct ni obligation alimentaire envers lui. Sous quelle condition peut-elle déduire les avantages en nature consentis?",52
223,Quel est le montant de la réduction d'impôt pour un enfant suivant des études secondaires du second cycle (lycée) ?,21
49,Quelle est la conséquence sur les majorations du nombre de parts lorsqu’un enfant mineur est en résidence alternée et que cette charge est réputée partagée ?,4
1141,Quel type de propriété n'est pas éligible au dispositif Malraux ?,91
392,"Quel est le montant maximal autorisant l’utilisation de moyens de paiement autres que le paiement en ligne, le prélèvement mensuel ou à l’échéance, pour régler un impôt ?",39
97,"Quelle fraction du capital perçu à la sortie d’un PER (PERO, PERIN, PERECO) ne donne droit à aucun abattement de 10 % lorsqu’elle est imposée dans la catégorie des pensions ?",9
679,"À partir de quelle période, en tant que résident à l'étranger, le contribuable n'est imposable en France que sur ses revenus de source française ou attribués par convention ?",64
567,Quels revenus doivent figurer sur la déclaration individuelle de chacun des ex-conjoints l’année du divorce ou de la séparation ?,53
311,Pour quel exercice de revenus la déclaration unique est-elle mise en place pour un professionnel du PAM-C ?,30
704,"Dans le cas des travailleurs transfrontaliers, où les conventions fiscales prévoient-elles l'imposition des revenus d'emploi ?",66
1286,Quel est le principal changement apporté par la suppression du CITE ?,99
1068,Quel taux de l'abattement renforcé s'applique pour des titres détenus depuis au moins 8 ans dans le cadre d'une cession de titres éligible ?,87
1172,Comment est défini un local meublé au sens de la réglementation applicable ?,93
912,Quel taux s'applique pour la fraction de la plus-value taxable lorsque le rapport entre le prix de cession et le prix d'acquisition actualisé est supérieur à 30 ?,80
772,Quelles conditions doivent être réunies pour qu'un logement soit soumis à la taxe annuelle sur les logements vacants (TLV) ?,71
297,Quelle sanction est encourue si le contribuable règle un montant d’IFI de 600 € par chèque alors que le règlement en ligne est obligatoire ?,28
33,"À quel moment le nouveau taux de prélèvement à la source, déterminé lors d’une déclaration en ligne, prend-il normalement effet pour les revenus qui n’ont pas de collecteur ?",2
885,Quel formulaire de déclaration comporte une case spécifique (3VW) à remplir pour signaler l'exonération de plus-value réalisée lors de la cession d'un logement ?,78
1019,Quand les abattements et la réduction ne sont-ils plus disponibles pour une donation d'immeubles ?,85
627,Quel abattement personnel s’applique lors d’une succession au profit d’un enfant ou du père ou de la mère ?,59
193,"Comment un contribuable peut-il justifier de la réalité de la pension alimentaire versée à un ascendant dans le besoin, en cas de contrôle ?",18
809,"En cas d'incohérence entre le montant inscrit en chiffres et celui en lettres dans une reconnaissance de dette, quel montant est pris en compte ?",73
698,Comment sont imposés les revenus de capitaux mobiliers ?,66
195,"Quelle forme prend l'avantage fiscal lié aux cotisations versées sur un plan d'épargne retraite (PERP, PER, Préfon, etc.) pour un salarié ?",19
1356,Comment pouvez-vous procéder pour régulariser une erreur dans votre déclaration fiscale ?,105
716,Quel est le taux minimum applicable pour un non-résident dont le revenu net imposable est supérieur à 28 797 € de source française (hors DOM) ?,67
162,"Quelle est la valeur minimale de l’abattement forfaitaire pour une activité soumise au régime micro (BIC, BNC ou BA) ?",15
492,"Quel type de redevance ou pénalité est explicitement mentionné, en plus du forfait de post-stationnement, comme pouvant être réglé par téléphone ?",44
72,Comment doit être traité le revenu de la personne invalide à charge pour le calcul de l'impôt sur le revenu du foyer qui l'accueille ?,6
388,"Parmi ces possibilités, laquelle n’est pas autorisée lors du paiement en ligne d’un impôt ?",38
1326,Quel est le délai de dépôt de la déclaration et du paiement de la TSBCS ?,103
667,"Parmi les éléments suivants, lesquels sont exonérés et ne doivent pas être déclarés ?",63
890,Comment peut-on majorer le prix d'acquisition d'un bien pour le calcul de la plus-value ?,79
